Store,Dept,Date,Weekly_Sales,IsHoliday
3,4,2023-12-03,45288.59,False
3,4,2023-12-10,54522.18,False
3,4,2023-12-17,57111.26,False
3,4,2023-12-24,89206.42,True
3,4,2023-12-31,46720.57,False
3,5,2023-01-01,21086.89,True
3,5,2023-01-08,17610.62,False
3,5,2023-01-15,18078.5,False
3,5,2023-01-22,13570.43,False
3,5,2023-01-29,19613.08,False
3,5,2023-02-05,13706.6,False
3,5,2023-02-12,16975.15,False
3,5,2023-02-19,18095.77,False
3,5,2023-02-26,19177.27,False
3,5,2023-03-05,18129.34,False
3,5,2023-03-12,18714.76,False
3,5,2023-03-19,15626.88,False
3,5,2023-03-26,18802.25,False
3,5,2023-04-02,13894.59,False
3,5,2023-04-09,19336.57,False
3,5,2023-04-16,17017.21,False
3,5,2023-04-23,18818.76,False
3,5,2023-04-30,16380.8,False
3,5,2023-05-07,17658.36,False
3,5,2023-05-14,16875.67,False
3,5,2023-05-21,18246.26,False
3,5,2023-05-28,13904.71,False
3,5,2023-06-04,15138.84,False
3,5,2023-06-11,16511.03,False
3,5,2023-06-18,15867.67,False
3,5,2023-06-25,21100.99,False
3,5,2023-07-02,24459.16,True
3,5,2023-07-09,21865.75,False
3,5,2023-07-16,17170.79,False
3,5,2023-07-23,16033.53,False
3,5,2023-07-30,20497.85,False
3,5,2023-08-06,19535.37,False
3,5,2023-08-13,18355.98,False
3,5,2023-08-20,18776.03,False
3,5,2023-08-27,19979.86,False
3,5,2023-09-03,14885.46,False
3,5,2023-09-10,20014.68,False
3,5,2023-09-17,19870.79,False
3,5,2023-09-24,17703.44,False
3,5,2023-10-01,14692.33,False
3,5,2023-10-08,17903.18,False
3,5,2023-10-15,13841.71,False
3,5,2023-10-22,13564.19,False
3,5,2023-10-29,15080.69,False
3,5,2023-11-05,21384.53,False
3,5,2023-11-12,24907.04,False
3,5,2023-11-19,23681.75,False
3,5,2023-11-26,35725.0,True
3,5,2023-12-03,21062.11,False
3,5,2023-12-10,20371.25,False
3,5,2023-12-17,20589.24,False
3,5,2023-12-24,38915.5,True
3,5,2023-12-31,17715.57,False
3,6,2023-01-01,69131.08,True
3,6,2023-01-08,43584.16,False
3,6,2023-01-15,48707.18,False
3,6,2023-01-22,44443.0,False
3,6,2023-01-29,51355.27,False
3,6,2023-02-05,51842.81,False
3,6,2023-02-12,43282.22,False
3,6,2023-02-19,40692.61,False
3,6,2023-02-26,46331.79,False
3,6,2023-03-05,52051.23,False
3,6,2023-03-12,39510.07,False
3,6,2023-03-19,46878.98,False
3,6,2023-03-26,47032.57,False
3,6,2023-04-02,48847.57,False
3,6,2023-04-09,38096.45,False
3,6,2023-04-16,48538.59,False
3,6,2023-04-23,51991.7,False
3,6,2023-04-30,38956.39,False
3,6,2023-05-07,39990.5,False
3,6,2023-05-14,53106.27,False
3,6,2023-05-21,38979.52,False
3,6,2023-05-28,51015.01,False
3,6,2023-06-04,48997.57,False
3,6,2023-06-11,44180.01,False
3,6,2023-06-18,56438.24,False
3,6,2023-06-25,48074.1,False
3,6,2023-07-02,74161.04,True
3,6,2023-07-09,46381.95,False
3,6,2023-07-16,50976.78,False
3,6,2023-07-23,42534.35,False
3,6,2023-07-30,47008.08,False
3,6,2023-08-06,58377.92,False
3,6,2023-08-13,44394.35,False
3,6,2023-08-20,52230.79,False
3,6,2023-08-27,45712.67,False
3,6,2023-09-03,49568.91,False
3,6,2023-09-10,38084.05,False
3,6,2023-09-17,53078.14,False
3,6,2023-09-24,43855.36,False
3,6,2023-10-01,39963.82,False
3,6,2023-10-08,37058.58,False
3,6,2023-10-15,38779.01,False
3,6,2023-10-22,45034.67,False
3,6,2023-10-29,41768.1,False
3,6,2023-11-05,65727.0,False
3,6,2023-11-12,56479.86,False
3,6,2023-11-19,52247.2,False
3,6,2023-11-26,91211.12,True
3,6,2023-12-03,62889.95,False
3,6,2023-12-10,50349.6,False
3,6,2023-12-17,50363.02,False
3,6,2023-12-24,70980.82,True
3,6,2023-12-31,63578.26,False
3,7,2023-01-01,54271.89,True
3,7,2023-01-08,41584.25,False
3,7,2023-01-15,41021.35,False
3,7,2023-01-22,37800.14,False
3,7,2023-01-29,41936.63,False
3,7,2023-02-05,32251.32,False
3,7,2023-02-12,30878.11,False
3,7,2023-02-19,33185.72,False
3,7,2023-02-26,30076.4,False
3,7,2023-03-05,37007.91,False
3,7,2023-03-12,42935.74,False
3,7,2023-03-19,29816.98,False
3,7,2023-03-26,31027.1,False
3,7,2023-04-02,35853.29,False
3,7,2023-04-09,42895.81,False
3,7,2023-04-16,33864.22,False
3,7,2023-04-23,36657.96,False
3,7,2023-04-30,29849.58,False
3,7,2023-05-07,31410.65,False
3,7,2023-05-14,43667.14,False
3,7,2023-05-21,43352.62,False
3,7,2023-05-28,29313.97,False
3,7,2023-06-04,47473.87,False
3,7,2023-06-11,42444.86,False
3,7,2023-06-18,46124.61,False
3,7,2023-06-25,39479.48,False
3,7,2023-07-02,60687.34,True
3,7,2023-07-09,40028.02,False
3,7,2023-07-16,42891.07,False
3,7,2023-07-23,34411.92,False
3,7,2023-07-30,32647.98,False
3,7,2023-08-06,37118.34,False
3,7,2023-08-13,43499.27,False
3,7,2023-08-20,35412.32,False
3,7,2023-08-27,42996.71,False
3,7,2023-09-03,43422.71,False
3,7,2023-09-10,30614.66,False
3,7,2023-09-17,39075.77,False
3,7,2023-09-24,35729.76,False
3,7,2023-10-01,41934.74,False
3,7,2023-10-08,31831.83,False
3,7,2023-10-15,39368.54,False
3,7,2023-10-22,41495.72,False
3,7,2023-10-29,43052.83,False
3,7,2023-11-05,51000.86,False
3,7,2023-11-12,47464.14,False
3,7,2023-11-19,49757.77,False
3,7,2023-11-26,81794.49,True
3,7,2023-12-03,48859.92,False
3,7,2023-12-10,38591.84,False
3,7,2023-12-17,55708.94,False
3,7,2023-12-24,76680.29,True
3,7,2023-12-31,50872.85,False
3,8,2023-01-01,29699.96,True
3,8,2023-01-08,17758.02,False
3,8,2023-01-15,19591.45,False
3,8,2023-01-22,15506.6,False
3,8,2023-01-29,19488.4,False
3,8,2023-02-05,21907.2,False
3,8,2023-02-12,14901.25,False
3,8,2023-02-19,21574.6,False
3,8,2023-02-26,17373.28,False
3,8,2023-03-05,20639.32,False
3,8,2023-03-12,19924.48,False
3,8,2023-03-19,18308.88,False
3,8,2023-03-26,19453.34,False
3,8,2023-04-02,20366.07,False
3,8,2023-04-09,16941.07,False
3,8,2023-04-16,16331.22,False
3,8,2023-04-23,18645.05,False
3,8,2023-04-30,19545.1,False
3,8,2023-05-07,19149.01,False
3,8,2023-05-14,19315.35,False
3,8,2023-05-21,16745.0,False
3,8,2023-05-28,19292.51,False
3,8,2023-06-04,15901.13,False
3,8,2023-06-11,19003.15,False
3,8,2023-06-18,14916.67,False
3,8,2023-06-25,17214.69,False
3,8,2023-07-02,26175.6,True
3,8,2023-07-09,17594.17,False
3,8,2023-07-16,19707.04,False
3,8,2023-07-23,17388.08,False
3,8,2023-07-30,17748.88,False
3,8,2023-08-06,16148.06,False
3,8,2023-08-13,17052.84,False
3,8,2023-08-20,15933.88,False
3,8,2023-08-27,14766.46,False
3,8,2023-09-03,16783.07,False
3,8,2023-09-10,17124.31,False
3,8,2023-09-17,16736.76,False
3,8,2023-09-24,15669.64,False
3,8,2023-10-01,15069.19,False
3,8,2023-10-08,18049.26,False
3,8,2023-10-15,15807.25,False
3,8,2023-10-22,15486.03,False
3,8,2023-10-29,12595.13,False
3,8,2023-11-05,18837.8,False
3,8,2023-11-12,19062.74,False
3,8,2023-11-19,19122.81,False
3,8,2023-11-26,30708.93,True
3,8,2023-12-03,20008.98,False
3,8,2023-12-10,20498.89,False
3,8,2023-12-17,21630.06,False
3,8,2023-12-24,32852.8,True
3,8,2023-12-31,21062.29,False
3,9,2023-01-01,58360.66,True
3,9,2023-01-08,42167.34,False
3,9,2023-01-15,38404.37,False
3,9,2023-01-22,50449.91,False
3,9,2023-01-29,55010.06,False
3,9,2023-02-05,42419.53,False
3,9,2023-02-12,55127.51,False
3,9,2023-02-19,38650.47,False
3,9,2023-02-26,54832.72,False
3,9,2023-03-05,43768.32,False
3,9,2023-03-12,38956.1,False
3,9,2023-03-19,45899.13,False
3,9,2023-03-26,41502.16,False
3,9,2023-04-02,41849.81,False
3,9,2023-04-09,42089.7,False
3,9,2023-04-16,50925.56,False
3,9,2023-04-23,45943.8,False
3,9,2023-04-30,41650.0,False
3,9,2023-05-07,46845.36,False
3,9,2023-05-14,48543.42,False
3,9,2023-05-21,40448.51,False
3,9,2023-05-28,42778.16,False
3,9,2023-06-04,41196.86,False
3,9,2023-06-11,42169.96,False
3,9,2023-06-18,51618.07,False
3,9,2023-06-25,41820.49,False
3,9,2023-07-02,72306.85,True
3,9,2023-07-09,51494.37,False
3,9,2023-07-16,39876.69,False
3,9,2023-07-23,48382.38,False
3,9,2023-07-30,42342.5,False
3,9,2023-08-06,55355.7,False
3,9,2023-08-13,46197.42,False
3,9,2023-08-20,51967.02,False
3,9,2023-08-27,47022.69,False
3,9,2023-09-03,34101.31,False
3,9,2023-09-10,43748.31,False
3,9,2023-09-17,48817.53,False
3,9,2023-09-24,42839.34,False
3,9,2023-10-01,46213.5,False
3,9,2023-10-08,47065.92,False
3,9,2023-10-15,36194.07,False
3,9,2023-10-22,35769.94,False
3,9,2023-10-29,42027.78,False
3,9,2023-11-05,50220.12,False
3,9,2023-11-12,58879.29,False
3,9,2023-11-19,59847.72,False
3,9,2023-11-26,72511.75,True
3,9,2023-12-03,45731.98,False
3,9,2023-12-10,56579.38,False
3,9,2023-12-17,46069.99,False
3,9,2023-12-24,85339.31,True
3,9,2023-12-31,48619.98,False
3,10,2023-01-01,46120.91,True
3,10,2023-01-08,38351.49,False
3,10,2023-01-15,35698.07,False
3,10,2023-01-22,37515.71,False
3,10,2023-01-29,31322.42,False
3,10,2023-02-05,39386.91,False
3,10,2023-02-12,41037.89,False
3,10,2023-02-19,31651.91,False
3,10,2023-02-26,29805.83,False
3,10,2023-03-05,28666.79,False
3,10,2023-03-12,37277.31,False
3,10,2023-03-19,36638.39,False
3,10,2023-03-26,35646.21,False
3,10,2023-04-02,31114.96,False
3,10,2023-04-09,33196.33,False
3,10,2023-04-16,35876.69,False
3,10,2023-04-23,34384.96,False
3,10,2023-04-30,40978.93,False
3,10,2023-05-07,29182.01,False
3,10,2023-05-14,36661.69,False
3,10,2023-05-21,32570.24,False
3,10,2023-05-28,32757.01,False
3,10,2023-06-04,40158.84,False
3,10,2023-06-11,39620.24,False
3,10,2023-06-18,43832.21,False
3,10,2023-06-25,31056.48,False
3,10,2023-07-02,45857.7,True
3,10,2023-07-09,39414.71,False
3,10,2023-07-16,37143.43,False
3,10,2023-07-23,32619.98,False
3,10,2023-07-30,29697.86,False
3,10,2023-08-06,29657.77,False
3,10,2023-08-13,40975.72,False
3,10,2023-08-20,30896.52,False
3,10,2023-08-27,32606.29,False
3,10,2023-09-03,28282.78,False
3,10,2023-09-10,29780.33,False
3,10,2023-09-17,26052.57,False
3,10,2023-09-24,31571.32,False
3,10,2023-10-01,25796.91,False
3,10,2023-10-08,34781.43,False
3,10,2023-10-15,27617.72,False
3,10,2023-10-22,31261.8,False
3,10,2023-10-29,35285.08,False
3,10,2023-11-05,42026.09,False
3,10,2023-11-12,39971.22,False
3,10,2023-11-19,36508.89,False
3,10,2023-11-26,54711.38,True
3,10,2023-12-03,41539.46,False
3,10,2023-12-10,46372.15,False
3,10,2023-12-17,41030.75,False
3,10,2023-12-24,58859.33,True
3,10,2023-12-31,41691.65,False
