Store,Store_Name,Store_Location,Dept,Dept_Name,Date,Item_Name,Item_Category,Item_Brand,Item_Price_IDR,Quantity_Sold,Weekly_Sales_IDR,Profit_Margin_Percent,Stock_Level,IsHoliday,Weekly_Sales
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-03-19,Indomie Goreng,Makanan Instan,Indofood,3536,79,279344,23.29,Medium,False,279344
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-03-26,Indomie Goreng,Makanan Instan,Indofood,3753,91,341523,20.77,Medium,False,341523
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-04-02,Indomie Goreng,Makanan Instan,Indofood,3182,96,305472,17.28,Low,False,305472
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-04-09,Indomie Goreng,Makanan Instan,Indofood,3205,74,237170,17.33,Medium,False,237170
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-04-16,Indomie Goreng,Makanan Instan,Indofood,3344,65,217360,21.36,Medium,False,217360
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-04-23,Indomie Goreng,Makanan Instan,Indofood,3409,102,347718,17.1,Low,True,347718
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-04-30,Indomie Goreng,Makanan Instan,Indofood,3805,73,277765,21.48,Medium,False,277765
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-05-07,Indomie Goreng,Makanan Instan,Indofood,3269,91,297479,22.29,Medium,False,297479
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-05-14,Indomie Goreng,Makanan Instan,Indofood,3415,68,232220,24.9,Medium,False,232220
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-05-21,Indomie Goreng,Makanan Instan,Indofood,3539,93,329127,21.85,Medium,False,329127
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-05-28,Indomie Goreng,Makanan Instan,Indofood,3693,103,380379,17.29,Low,False,380379
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-06-04,Indomie Goreng,Makanan Instan,Indofood,3370,86,289820,17.68,Medium,False,289820
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-06-11,Indomie Goreng,Makanan Instan,Indofood,3810,99,377190,23.76,Low,False,377190
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-06-18,Indomie Goreng,Makanan Instan,Indofood,3608,106,382448,18.96,Low,False,382448
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-06-25,Indomie Goreng,Makanan Instan,Indofood,3471,149,517179,17.65,Low,False,517179
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-07-02,Indomie Goreng,Makanan Instan,Indofood,3542,101,357742,17.63,Low,False,357742
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-07-09,Indomie Goreng,Makanan Instan,Indofood,3778,126,476028,18.99,Low,False,476028
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-07-16,Indomie Goreng,Makanan Instan,Indofood,3848,99,380952,20.1,Low,False,380952
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-07-23,Indomie Goreng,Makanan Instan,Indofood,3182,90,286380,16.1,Medium,False,286380
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-07-30,Indomie Goreng,Makanan Instan,Indofood,3704,129,477816,19.22,Low,False,477816
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-08-06,Indomie Goreng,Makanan Instan,Indofood,3417,63,215271,24.96,Medium,False,215271
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-08-13,Indomie Goreng,Makanan Instan,Indofood,3829,87,333123,23.61,Medium,False,333123
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-08-20,Indomie Goreng,Makanan Instan,Indofood,3654,78,285012,21.82,Medium,True,285012
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-08-27,Indomie Goreng,Makanan Instan,Indofood,3336,87,290232,21.41,Medium,False,290232
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-09-03,Indomie Goreng,Makanan Instan,Indofood,3454,65,224510,19.54,Medium,False,224510
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-09-10,Indomie Goreng,Makanan Instan,Indofood,3763,109,410167,17.63,Low,False,410167
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-09-17,Indomie Goreng,Makanan Instan,Indofood,3275,85,278375,24.13,Medium,False,278375
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-09-24,Indomie Goreng,Makanan Instan,Indofood,3358,104,349232,21.39,Low,False,349232
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-10-01,Indomie Goreng,Makanan Instan,Indofood,3256,91,296296,22.63,Medium,False,296296
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-10-08,Indomie Goreng,Makanan Instan,Indofood,3695,87,321465,20.3,Medium,False,321465
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-10-15,Indomie Goreng,Makanan Instan,Indofood,3376,60,202560,15.19,High,False,202560
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-10-22,Indomie Goreng,Makanan Instan,Indofood,3765,107,402855,23.32,Low,False,402855
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-10-29,Indomie Goreng,Makanan Instan,Indofood,3190,75,239250,23.78,Medium,False,239250
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-11-05,Indomie Goreng,Makanan Instan,Indofood,3209,130,417170,19.86,Low,False,417170
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-11-12,Indomie Goreng,Makanan Instan,Indofood,3682,76,279832,22.66,Medium,False,279832
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-11-19,Indomie Goreng,Makanan Instan,Indofood,3482,80,278560,20.5,Medium,False,278560
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-11-26,Indomie Goreng,Makanan Instan,Indofood,3760,88,330880,19.23,Medium,False,330880
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-12-03,Indomie Goreng,Makanan Instan,Indofood,3527,85,299795,22.3,Medium,False,299795
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-12-10,Indomie Goreng,Makanan Instan,Indofood,3368,84,282912,24.95,Medium,False,282912
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-12-17,Indomie Goreng,Makanan Instan,Indofood,3456,112,387072,20.18,Low,False,387072
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-12-24,Indomie Goreng,Makanan Instan,Indofood,3307,103,340621,18.38,Low,True,340621
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-12-31,Indomie Goreng,Makanan Instan,Indofood,3311,108,357588,17.2,Low,False,357588
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-01-01,Mie Sedaap Kari Ayam,Makanan Instan,Wings Food,2917,109,317953,15.67,Low,True,317953
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-01-08,Mie Sedaap Kari Ayam,Makanan Instan,Wings Food,3091,53,163823,20.14,High,False,163823
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-01-15,Mie Sedaap Kari Ayam,Makanan Instan,Wings Food,3190,64,204160,20.39,Medium,False,204160
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-01-22,Mie Sedaap Kari Ayam,Makanan Instan,Wings Food,3444,110,378840,20.76,Low,True,378840
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-01-29,Mie Sedaap Kari Ayam,Makanan Instan,Wings Food,3182,63,200466,19.07,Medium,False,200466
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-02-05,Mie Sedaap Kari Ayam,Makanan Instan,Wings Food,3301,56,184856,18.54,Medium,False,184856
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-02-12,Mie Sedaap Kari Ayam,Makanan Instan,Wings Food,3432,70,240240,15.54,Medium,False,240240
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-02-19,Mie Sedaap Kari Ayam,Makanan Instan,Wings Food,3293,81,266733,15.61,Medium,False,266733
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-02-26,Mie Sedaap Kari Ayam,Makanan Instan,Wings Food,3392,85,288320,16.09,Low,False,288320
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-03-05,Mie Sedaap Kari Ayam,Makanan Instan,Wings Food,3223,60,193380,16.4,Medium,False,193380
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-03-12,Mie Sedaap Kari Ayam,Makanan Instan,Wings Food,3176,60,190560,23.74,Medium,False,190560
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-03-19,Mie Sedaap Kari Ayam,Makanan Instan,Wings Food,3397,55,186835,23.56,Medium,False,186835
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-03-26,Mie Sedaap Kari Ayam,Makanan Instan,Wings Food,3297,56,184632,20.41,Medium,False,184632
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-04-02,Mie Sedaap Kari Ayam,Makanan Instan,Wings Food,2939,53,155767,22.54,High,False,155767
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-04-09,Mie Sedaap Kari Ayam,Makanan Instan,Wings Food,3140,62,194680,19.81,Medium,False,194680
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-04-16,Mie Sedaap Kari Ayam,Makanan Instan,Wings Food,3457,91,314587,16.65,Low,False,314587
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-04-23,Mie Sedaap Kari Ayam,Makanan Instan,Wings Food,3129,68,212772,24.27,Medium,True,212772
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-04-30,Mie Sedaap Kari Ayam,Makanan Instan,Wings Food,3062,87,266394,21.97,Low,False,266394
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-05-07,Mie Sedaap Kari Ayam,Makanan Instan,Wings Food,3381,85,287385,21.62,Low,False,287385
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-05-14,Mie Sedaap Kari Ayam,Makanan Instan,Wings Food,3001,74,222074,17.18,Medium,False,222074
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-05-21,Mie Sedaap Kari Ayam,Makanan Instan,Wings Food,3350,54,180900,15.61,High,False,180900
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-05-28,Mie Sedaap Kari Ayam,Makanan Instan,Wings Food,2912,66,192192,19.77,Medium,False,192192
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-06-04,Mie Sedaap Kari Ayam,Makanan Instan,Wings Food,3219,131,421689,15.57,Low,False,421689
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-06-11,Mie Sedaap Kari Ayam,Makanan Instan,Wings Food,3424,105,359520,15.69,Low,False,359520
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-06-18,Mie Sedaap Kari Ayam,Makanan Instan,Wings Food,3431,77,264187,19.04,Medium,False,264187
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-06-25,Mie Sedaap Kari Ayam,Makanan Instan,Wings Food,3244,132,428208,20.79,Low,False,428208
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-07-02,Mie Sedaap Kari Ayam,Makanan Instan,Wings Food,2932,75,219900,21.57,Medium,False,219900
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-07-09,Mie Sedaap Kari Ayam,Makanan Instan,Wings Food,3082,108,332856,17.61,Low,False,332856
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-07-16,Mie Sedaap Kari Ayam,Makanan Instan,Wings Food,3081,115,354315,17.66,Low,False,354315
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-07-23,Mie Sedaap Kari Ayam,Makanan Instan,Wings Food,3293,81,266733,19.57,Medium,False,266733
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-07-30,Mie Sedaap Kari Ayam,Makanan Instan,Wings Food,3478,131,455618,15.09,Low,False,455618
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-08-06,Mie Sedaap Kari Ayam,Makanan Instan,Wings Food,3240,80,259200,16.0,Medium,False,259200
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-08-13,Mie Sedaap Kari Ayam,Makanan Instan,Wings Food,3203,76,243428,16.32,Medium,False,243428
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-08-20,Mie Sedaap Kari Ayam,Makanan Instan,Wings Food,2924,88,257312,17.44,Low,True,257312
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-08-27,Mie Sedaap Kari Ayam,Makanan Instan,Wings Food,3160,65,205400,20.43,Medium,False,205400
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-09-03,Mie Sedaap Kari Ayam,Makanan Instan,Wings Food,3509,65,228085,23.07,Medium,False,228085
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-09-10,Mie Sedaap Kari Ayam,Makanan Instan,Wings Food,3307,76,251332,20.55,Medium,False,251332
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-09-17,Mie Sedaap Kari Ayam,Makanan Instan,Wings Food,2946,94,276924,23.78,Low,False,276924
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-09-24,Mie Sedaap Kari Ayam,Makanan Instan,Wings Food,3449,64,220736,22.42,Medium,False,220736
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-10-01,Mie Sedaap Kari Ayam,Makanan Instan,Wings Food,3060,59,180540,17.11,Medium,False,180540
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-10-08,Mie Sedaap Kari Ayam,Makanan Instan,Wings Food,3319,67,222373,23.53,Medium,False,222373
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-10-15,Mie Sedaap Kari Ayam,Makanan Instan,Wings Food,3040,75,228000,24.08,Medium,False,228000
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-10-22,Mie Sedaap Kari Ayam,Makanan Instan,Wings Food,3285,54,177390,23.29,High,False,177390
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-10-29,Mie Sedaap Kari Ayam,Makanan Instan,Wings Food,3093,54,167022,16.31,High,False,167022
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-11-05,Mie Sedaap Kari Ayam,Makanan Instan,Wings Food,2983,115,343045,19.42,Low,False,343045
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-11-12,Mie Sedaap Kari Ayam,Makanan Instan,Wings Food,3238,100,323800,16.12,Low,False,323800
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-11-19,Mie Sedaap Kari Ayam,Makanan Instan,Wings Food,3322,113,375386,16.49,Low,False,375386
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-11-26,Mie Sedaap Kari Ayam,Makanan Instan,Wings Food,3116,64,199424,20.53,Medium,False,199424
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-12-03,Mie Sedaap Kari Ayam,Makanan Instan,Wings Food,2906,85,247010,18.65,Low,False,247010
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-12-10,Mie Sedaap Kari Ayam,Makanan Instan,Wings Food,3502,113,395726,15.4,Low,False,395726
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-12-17,Mie Sedaap Kari Ayam,Makanan Instan,Wings Food,3316,82,271912,21.67,Low,False,271912
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-12-24,Mie Sedaap Kari Ayam,Makanan Instan,Wings Food,3238,106,343228,23.75,Low,True,343228
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-12-31,Mie Sedaap Kari Ayam,Makanan Instan,Wings Food,3359,115,386285,24.26,Low,False,386285
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-01-01,Pop Mie Ayam Bawang,Makanan Instan,Indofood,4928,191,941248,23.11,Low,True,941248
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-01-08,Pop Mie Ayam Bawang,Makanan Instan,Indofood,4072,148,602656,22.37,Low,False,602656
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-01-15,Pop Mie Ayam Bawang,Makanan Instan,Indofood,4887,108,527796,23.02,Medium,False,527796
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-01-22,Pop Mie Ayam Bawang,Makanan Instan,Indofood,4779,191,912789,17.67,Low,True,912789
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-01-29,Pop Mie Ayam Bawang,Makanan Instan,Indofood,4147,141,584727,23.72,Low,False,584727
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-02-05,Pop Mie Ayam Bawang,Makanan Instan,Indofood,4250,147,624750,23.17,Low,False,624750
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-02-12,Pop Mie Ayam Bawang,Makanan Instan,Indofood,4324,118,510232,22.95,Medium,False,510232
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-02-19,Pop Mie Ayam Bawang,Makanan Instan,Indofood,4071,101,411171,16.93,Medium,False,411171
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-02-26,Pop Mie Ayam Bawang,Makanan Instan,Indofood,4827,108,521316,24.67,Medium,False,521316
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-03-05,Pop Mie Ayam Bawang,Makanan Instan,Indofood,4627,104,481208,19.0,Medium,False,481208
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-03-12,Pop Mie Ayam Bawang,Makanan Instan,Indofood,4532,155,702460,24.39,Low,False,702460
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-03-19,Pop Mie Ayam Bawang,Makanan Instan,Indofood,4923,93,457839,16.79,Medium,False,457839
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-03-26,Pop Mie Ayam Bawang,Makanan Instan,Indofood,4288,154,660352,16.08,Low,False,660352
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-04-02,Pop Mie Ayam Bawang,Makanan Instan,Indofood,4705,116,545780,18.14,Medium,False,545780
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-04-09,Pop Mie Ayam Bawang,Makanan Instan,Indofood,4510,128,577280,18.85,Medium,False,577280
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-04-16,Pop Mie Ayam Bawang,Makanan Instan,Indofood,4279,126,539154,22.09,Medium,False,539154
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-04-23,Pop Mie Ayam Bawang,Makanan Instan,Indofood,4883,110,537130,20.38,Medium,True,537130
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-04-30,Pop Mie Ayam Bawang,Makanan Instan,Indofood,4717,136,641512,21.71,Low,False,641512
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-05-07,Pop Mie Ayam Bawang,Makanan Instan,Indofood,4112,111,456432,21.64,Medium,False,456432
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-05-14,Pop Mie Ayam Bawang,Makanan Instan,Indofood,4332,108,467856,23.48,Medium,False,467856
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-05-21,Pop Mie Ayam Bawang,Makanan Instan,Indofood,4320,136,587520,18.09,Low,False,587520
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-05-28,Pop Mie Ayam Bawang,Makanan Instan,Indofood,4412,114,502968,17.96,Medium,False,502968
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-06-04,Pop Mie Ayam Bawang,Makanan Instan,Indofood,4428,131,580068,24.4,Medium,False,580068
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-06-11,Pop Mie Ayam Bawang,Makanan Instan,Indofood,4862,187,909194,21.16,Low,False,909194
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-06-18,Pop Mie Ayam Bawang,Makanan Instan,Indofood,4543,149,676907,15.0,Low,False,676907
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-06-25,Pop Mie Ayam Bawang,Makanan Instan,Indofood,4436,147,652092,20.8,Low,False,652092
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-07-02,Pop Mie Ayam Bawang,Makanan Instan,Indofood,4468,185,826580,19.42,Low,False,826580
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-07-09,Pop Mie Ayam Bawang,Makanan Instan,Indofood,4475,140,626500,24.01,Low,False,626500
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-07-16,Pop Mie Ayam Bawang,Makanan Instan,Indofood,4202,199,836198,15.85,Low,False,836198
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-07-23,Pop Mie Ayam Bawang,Makanan Instan,Indofood,4619,170,785230,18.35,Low,False,785230
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-07-30,Pop Mie Ayam Bawang,Makanan Instan,Indofood,4726,201,949926,21.73,Low,False,949926
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-08-06,Pop Mie Ayam Bawang,Makanan Instan,Indofood,4229,101,427129,15.24,Medium,False,427129
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-08-13,Pop Mie Ayam Bawang,Makanan Instan,Indofood,4477,102,456654,23.5,Medium,False,456654
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-08-20,Pop Mie Ayam Bawang,Makanan Instan,Indofood,4422,116,512952,21.3,Medium,True,512952
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-08-27,Pop Mie Ayam Bawang,Makanan Instan,Indofood,4676,98,458248,19.94,Medium,False,458248
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-09-03,Pop Mie Ayam Bawang,Makanan Instan,Indofood,4640,102,473280,15.06,Medium,False,473280
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-09-10,Pop Mie Ayam Bawang,Makanan Instan,Indofood,4743,139,659277,16.07,Low,False,659277
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-09-17,Pop Mie Ayam Bawang,Makanan Instan,Indofood,4208,115,483920,24.58,Medium,False,483920
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-09-24,Pop Mie Ayam Bawang,Makanan Instan,Indofood,4095,122,499590,17.49,Medium,False,499590
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-10-01,Pop Mie Ayam Bawang,Makanan Instan,Indofood,4460,146,651160,23.01,Low,False,651160
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-10-08,Pop Mie Ayam Bawang,Makanan Instan,Indofood,4939,133,656887,20.95,Low,False,656887
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-10-15,Pop Mie Ayam Bawang,Makanan Instan,Indofood,4852,153,742356,21.13,Low,False,742356
TK001,Indomaret Sudirman,Jakarta Pusat,FOOD,Makanan Instan,2023-10-22,Pop Mie Ayam Bawang,Makanan Instan,Indofood,4504,136,612544,23.31,Low,False,612544
